date (Europe/Berlin),icg_der
2018-02-16 10:45:04.940000+01:00,0.15546177127062855
2018-02-16 10:45:04.942000+01:00,0.1687162459379114
2018-02-16 10:45:04.944000+01:00,0.18148298027916132
2018-02-16 10:45:04.946000+01:00,0.19324158498112498
2018-02-16 10:45:04.948000+01:00,0.20351883003294308
2018-02-16 10:45:04.950000+01:00,0.21191009984779452
2018-02-16 10:45:04.952000+01:00,0.2180957539970122
2018-02-16 10:45:04.954000+01:00,0.22185220224948926
2018-02-16 10:45:04.956000+01:00,0.22305819486343922
2018-02-16 10:45:04.958000+01:00,0.22169719379171382
2018-02-16 10:45:04.960000+01:00,0.21785670088290926
2018-02-16 10:45:04.962000+01:00,0.21172513748628338
2018-02-16 10:45:04.964000+01:00,0.20358641828884094
2018-02-16 10:45:04.966000+01:00,0.19381189024886664
2018-02-16 10:45:04.968000+01:00,0.1828489596919252
2018-02-16 10:45:04.970000+01:00,0.17120561851294422
2018-02-16 10:45:04.972000+01:00,0.15943026215106754
2018-02-16 10:45:04.974000+01:00,0.14808666280694424
2018-02-16 10:45:04.976000+01:00,0.1377246556499438
2018-02-16 10:45:04.978000+01:00,0.12884789963587268
2018-02-16 10:45:04.980000+01:00,0.12188084672047546
2018-02-16 10:45:04.982000+01:00,0.11713765088008418
2018-02-16 10:45:04.984000+01:00,0.1147960528060778
2018-02-16 10:45:04.986000+01:00,0.11487921292668202
2018-02-16 10:45:04.988000+01:00,0.11724801489077204
2018-02-16 10:45:04.990000+01:00,0.12160555971306769
2018-02-16 10:45:04.992000+01:00,0.12751450091480526
2018-02-16 10:45:04.994000+01:00,0.13442665091224215
2018-02-16 10:45:04.996000+01:00,0.1417230542936867
2018-02-16 10:45:04.998000+01:00,0.14876161056173032
2018-02-16 10:45:05+01:00,0.15492845762123733
2018-02-16 10:45:05.002000+01:00,0.15968879040239525
2018-02-16 10:45:05.004000+01:00,0.16263264531665278
2018-02-16 10:45:05.006000+01:00,0.1635114533531563
2018-02-16 10:45:05.008000+01:00,0.16226183862510488
2018-02-16 10:45:05.010000+01:00,0.15901416560281764
2018-02-16 10:45:05.012000+01:00,0.1540846343074514
2018-02-16 10:45:05.014000+01:00,0.14795117627382198
2018-02-16 10:45:05.016000+01:00,0.14121488112977884
2018-02-16 10:45:05.018000+01:00,0.1345500401765017
2018-02-16 10:45:05.020000+01:00,0.12864699068328025
2018-02-16 10:45:05.022000+01:00,0.12415266549963726
2018-02-16 10:45:05.024000+01:00,0.12161401553334861
2018-02-16 10:45:05.026000+01:00,0.12142924222532657
2018-02-16 10:45:05.028000+01:00,0.12381106971589322
2018-02-16 10:45:05.030000+01:00,0.12876517057643727
2018-02-16 10:45:05.032000+01:00,0.13608544983035958
2018-02-16 10:45:05.034000+01:00,0.1453663379903562
2018-02-16 10:45:05.036000+01:00,0.1560307087229856
2018-02-16 10:45:05.038000+01:00,0.16737067977557513
2018-02-16 10:45:05.040000+01:00,0.17859751325298806
2018-02-16 10:45:05.042000+01:00,0.18889620099287063
2018-02-16 10:45:05.044000+01:00,0.19748015128014793
2018-02-16 10:45:05.046000+01:00,0.2036416794202057
2018-02-16 10:45:05.048000+01:00,0.20679468970682785
2018-02-16 10:45:05.050000+01:00,0.20650691884281958
2018-02-16 10:45:05.052000+01:00,0.20252025932595857
2018-02-16 10:45:05.054000+01:00,0.19475885178649155
2018-02-16 10:45:05.056000+01:00,0.18332569040998475
2018-02-16 10:45:05.058000+01:00,0.16848931223516758
2018-02-16 10:45:05.060000+01:00,0.1506626654131995
2018-02-16 10:45:05.062000+01:00,0.13037644912057206
2018-02-16 10:45:05.064000+01:00,0.10824911639429456
2018-02-16 10:45:05.066000+01:00,0.08495540425697516
2018-02-16 10:45:05.068000+01:00,0.06119480893710018
2018-02-16 10:45:05.070000+01:00,0.037660976024829235
2018-02-16 10:45:05.072000+01:00,0.015012632936822104
2018-02-16 10:45:05.074000+01:00,-0.006153473724386238
2018-02-16 10:45:05.076000+01:00,-0.02532713968507544
2018-02-16 10:45:05.078000+01:00,-0.04210607046534154
2018-02-16 10:45:05.080000+01:00,-0.056213085187382966
2018-02-16 10:45:05.082000+01:00,-0.06750794239641593
2018-02-16 10:45:05.084000+01:00,-0.0759924764662009
2018-02-16 10:45:05.086000+01:00,-0.08180787554519424
2018-02-16 10:45:05.088000+01:00,-0.08522335792131851
2018-02-16 10:45:05.090000+01:00,-0.08661619549443385
2018-02-16 10:45:05.092000+01:00,-0.08644391122623343
2018-02-16 10:45:05.094000+01:00,-0.08521041393565501
2018-02-16 10:45:05.096000+01:00,-0.08342867588618381
2018-02-16 10:45:05.098000+01:00,-0.08158315820209232
2018-02-16 10:45:05.100000+01:00,-0.08009543143536442
2018-02-16 10:45:05.102000+01:00,-0.07929626367201097
2018-02-16 10:45:05.104000+01:00,-0.07940686193276307
2018-02-16 10:45:05.106000+01:00,-0.08053102323470965
2018-02-16 10:45:05.108000+01:00,-0.08265879852286688
2018-02-16 10:45:05.110000+01:00,-0.08568104359449571
2018-02-16 10:45:05.112000+01:00,-0.08941307932300852
2018-02-16 10:45:05.114000+01:00,-0.09362474641448762
2018-02-16 10:45:05.116000+01:00,-0.09807352276636042
2018-02-16 10:45:05.118000+01:00,-0.10253713591763364
2018-02-16 10:45:05.120000+01:00,-0.10684226257883923
2018-02-16 10:45:05.122000+01:00,-0.11088642913353479
2018-02-16 10:45:05.124000+01:00,-0.11465103949954618
2018-02-16 10:45:05.126000+01:00,-0.11820445890048444
2018-02-16 10:45:05.128000+01:00,-0.12169515572919973
2018-02-16 10:45:05.130000+01:00,-0.1253359264739131
2018-02-16 10:45:05.132000+01:00,-0.12938108840045381
2018-02-16 10:45:05.134000+01:00,-0.13409913335798038
2018-02-16 10:45:05.136000+01:00,-0.1397436414380974
2018-02-16 10:45:05.138000+01:00,-0.14652524471978512
2018-02-16 10:45:05.140000+01:00,-0.15458713944059763
2018-02-16 10:45:05.142000+01:00,-0.16398613420040695
2018-02-16 10:45:05.144000+01:00,-0.17468057893165792
2018-02-16 10:45:05.146000+01:00,-0.18652583792188546
2018-02-16 10:45:05.148000+01:00,-0.19927733451680477
2018-02-16 10:45:05.150000+01:00,-0.21260066695023058
2018-02-16 10:45:05.152000+01:00,-0.22608790494205727
2018-02-16 10:45:05.154000+01:00,-0.23927892437183856
2018-02-16 10:45:05.156000+01:00,-0.25168649607483046
2018-02-16 10:45:05.158000+01:00,-0.2628237744032396
2018-02-16 10:45:05.160000+01:00,-0.27223279081139884
2018-02-16 10:45:05.162000+01:00,-0.2795125171664455
2018-02-16 10:45:05.164000+01:00,-0.28434501094281067
2018-02-16 10:45:05.166000+01:00,-0.2865181002555776
2018-02-16 10:45:05.168000+01:00,-0.2859430424740391
2018-02-16 10:45:05.170000+01:00,-0.28266564284981666
2018-02-16 10:45:05.172000+01:00,-0.27686950059169846
2018-02-16 10:45:05.174000+01:00,-0.2688704016247059
2018-02-16 10:45:05.176000+01:00,-0.25910142029217487
2018-02-16 10:45:05.178000+01:00,-0.24808901439034667
2018-02-16 10:45:05.180000+01:00,-0.2364212493447722
2018-02-16 10:45:05.182000+01:00,-0.22471018222120454
2018-02-16 10:45:05.184000+01:00,-0.21355126136122754
2018-02-16 10:45:05.186000+01:00,-0.2034832262618501
2018-02-16 10:45:05.188000+01:00,-0.19495230382291898
2018-02-16 10:45:05.190000+01:00,-0.1882843972341553
2018-02-16 10:45:05.192000+01:00,-0.18366840619214075
2018-02-16 10:45:05.194000+01:00,-0.18115281713069362
2018-02-16 10:45:05.196000+01:00,-0.18065634053133797
2018-02-16 10:45:05.198000+01:00,-0.18199178977973096
2018-02-16 10:45:05.200000+01:00,-0.18490077962060295
2018-02-16 10:45:05.202000+01:00,-0.18909538477308382
2018-02-16 10:45:05.204000+01:00,-0.19430185012342618
2018-02-16 10:45:05.206000+01:00,-0.20030095670250972
2018-02-16 10:45:05.208000+01:00,-0.20695983096585907
2018-02-16 10:45:05.210000+01:00,-0.2142508611320763
2018-02-16 10:45:05.212000+01:00,-0.22225487911916322
2018-02-16 10:45:05.214000+01:00,-0.23114771166955822
2018-02-16 10:45:05.216000+01:00,-0.24117135548225554
2018-02-16 10:45:05.218000+01:00,-0.25259310050934863
2018-02-16 10:45:05.220000+01:00,-0.2656576226899466
2018-02-16 10:45:05.222000+01:00,-0.2805381448469285
2018-02-16 10:45:05.224000+01:00,-0.29729305794050565
2018-02-16 10:45:05.226000+01:00,-0.3158338507690624
2018-02-16 10:45:05.228000+01:00,-0.3359088816771327
2018-02-16 10:45:05.230000+01:00,-0.35710561883835557
2018-02-16 10:45:05.232000+01:00,-0.3788717361890037
2018-02-16 10:45:05.234000+01:00,-0.4005531800229654
2018-02-16 10:45:05.236000+01:00,-0.4214453105036259
2018-02-16 10:45:05.238000+01:00,-0.4408517190775001
2018-02-16 10:45:05.240000+01:00,-0.4581444936295987
2018-02-16 10:45:05.242000+01:00,-0.4728196176036666
2018-02-16 10:45:05.244000+01:00,-0.48454181845040095
2018-02-16 10:45:05.246000+01:00,-0.4931744118701873
2018-02-16 10:45:05.248000+01:00,-0.49879134826924315
2018-02-16 10:45:05.250000+01:00,-0.5016705505345702
2018-02-16 10:45:05.252000+01:00,-0.5022695252038789
2018-02-16 10:45:05.254000+01:00,-0.501185936689722
2018-02-16 10:45:05.256000+01:00,-0.49910719525758906
2018-02-16 10:45:05.258000+01:00,-0.49675400900516525
2018-02-16 10:45:05.260000+01:00,-0.49482322519681055
2018-02-16 10:45:05.262000+01:00,-0.49393512683759117
2018-02-16 10:45:05.264000+01:00,-0.4945896961725814
2018-02-16 10:45:05.266000+01:00,-0.4971352920334045
2018-02-16 10:45:05.268000+01:00,-0.5017518326161063
2018-02-16 10:45:05.270000+01:00,-0.5084490738125516
2018-02-16 10:45:05.272000+01:00,-0.5170790804984351
2018-02-16 10:45:05.274000+01:00,-0.5273606538700897
2018-02-16 10:45:05.276000+01:00,-0.5389124317938494
2018-02-16 10:45:05.278000+01:00,-0.5512907197966727
2018-02-16 10:45:05.280000+01:00,-0.5640278978460729
2018-02-16 10:45:05.282000+01:00,-0.5766674989777514
2018-02-16 10:45:05.284000+01:00,-0.5887927394445496
2018-02-16 10:45:05.286000+01:00,-0.6000463172280153
2018-02-16 10:45:05.288000+01:00,-0.610140562562873
2018-02-16 10:45:05.290000+01:00,-0.6188583620489465
2018-02-16 10:45:05.292000+01:00,-0.6260465105631157
2018-02-16 10:45:05.294000+01:00,-0.6316041007720763
2018-02-16 10:45:05.296000+01:00,-0.6354690969904069
2018-02-16 10:45:05.298000+01:00,-0.637606271040218
2018-02-16 10:45:05.300000+01:00,-0.6379991877198649
2018-02-16 10:45:05.302000+01:00,-0.6366479829098972
2018-02-16 10:45:05.304000+01:00,-0.6335734222904387
2018-02-16 10:45:05.306000+01:00,-0.6288263666153131
2018-02-16 10:45:05.308000+01:00,-0.6225005319072866
2018-02-16 10:45:05.310000+01:00,-0.6147455391101657
2018-02-16 10:45:05.312000+01:00,-0.6057768645005124
2018-02-16 10:45:05.314000+01:00,-0.5958795119921705
2018-02-16 10:45:05.316000+01:00,-0.585403012351892
2018-02-16 10:45:05.318000+01:00,-0.5747465931204505
2018-02-16 10:45:05.320000+01:00,-0.5643348575754328
2018-02-16 10:45:05.322000+01:00,-0.5545858178934011
2018-02-16 10:45:05.324000+01:00,-0.5458744029515182
2018-02-16 10:45:05.326000+01:00,-0.5384954040490315
2018-02-16 10:45:05.328000+01:00,-0.5326301075322653
2018-02-16 10:45:05.330000+01:00,-0.5283205605333474
2018-02-16 10:45:05.332000+01:00,-0.5254545862939769
2018-02-16 10:45:05.334000+01:00,-0.5237634474170535
2018-02-16 10:45:05.336000+01:00,-0.5228326374756511
2018-02-16 10:45:05.338000+01:00,-0.5221248686394322
2018-02-16 10:45:05.340000+01:00,-0.5210131022053768
2018-02-16 10:45:05.342000+01:00,-0.5188205807949215
2018-02-16 10:45:05.344000+01:00,-0.5148643429480797
2018-02-16 10:45:05.346000+01:00,-0.5084986425769564
2018-02-16 10:45:05.348000+01:00,-0.4991550064021899
2018-02-16 10:45:05.350000+01:00,-0.4863762474733374
2018-02-16 10:45:05.352000+01:00,-0.46984249546938545
2018-02-16 10:45:05.354000+01:00,-0.44938808787327167
2018-02-16 10:45:05.356000+01:00,-0.42500889197246033
2018-02-16 10:45:05.358000+01:00,-0.3968602284647834
2018-02-16 10:45:05.360000+01:00,-0.36524601134349877
2018-02-16 10:45:05.362000+01:00,-0.3306000072625009
2018-02-16 10:45:05.364000+01:00,-0.29346027926633955
2018-02-16 10:45:05.366000+01:00,-0.25443796155395026
2018-02-16 10:45:05.368000+01:00,-0.21418156947879494
2018-02-16 10:45:05.370000+01:00,-0.1733381358394332
2018-02-16 10:45:05.372000+01:00,-0.13251262080231677
2018-02-16 10:45:05.374000+01:00,-0.09222728435543484
2018-02-16 10:45:05.376000+01:00,-0.052883020425866706
2018-02-16 10:45:05.378000+01:00,-0.014724979297694729
2018-02-16 10:45:05.380000+01:00,0.022184931175698808
2018-02-16 10:45:05.382000+01:00,0.057985972498457494
2018-02-16 10:45:05.384000+01:00,0.0930243917991547
2018-02-16 10:45:05.386000+01:00,0.12784507087151606
2018-02-16 10:45:05.388000+01:00,0.16316778698851478
2018-02-16 10:45:05.390000+01:00,0.19984801868508195
2018-02-16 10:45:05.392000+01:00,0.23882360544004072
2018-02-16 10:45:05.394000+01:00,0.2810500192471904
2018-02-16 10:45:05.396000+01:00,0.3274283511416611
2018-02-16 10:45:05.398000+01:00,0.37873117766145104
2018-02-16 10:45:05.400000+01:00,0.43553209733176923
2018-02-16 10:45:05.402000+01:00,0.49814481157087465
2018-02-16 10:45:05.404000+01:00,0.5665771302797593
2018-02-16 10:45:05.406000+01:00,0.6405042434738631
