date (Europe/Berlin),ecg
2018-02-16 10:45:04.940000+01:00,-0.005132226833146934
2018-02-16 10:45:04.942000+01:00,0.02231445931997376
2018-02-16 10:45:04.944000+01:00,0.04540782323758315
2018-02-16 10:45:04.946000+01:00,0.06070921810003574
2018-02-16 10:45:04.948000+01:00,0.06639891392985617
2018-02-16 10:45:04.950000+01:00,0.06261045147928206
2018-02-16 10:45:04.952000+01:00,0.051324805683892714
2018-02-16 10:45:04.954000+01:00,0.03585906997325561
2018-02-16 10:45:04.956000+01:00,0.020079190430157202
2018-02-16 10:45:04.958000+01:00,0.007527719571529862
2018-02-16 10:45:04.960000+01:00,0.0006712136130173224
2018-02-16 10:45:04.962000+01:00,0.00043562997936023667
2018-02-16 10:45:04.964000+01:00,0.006122328082367271
2018-02-16 10:45:04.966000+01:00,0.01570210053812861
2018-02-16 10:45:04.968000+01:00,0.026394395749130436
2018-02-16 10:45:04.970000+01:00,0.03537578767882563
2018-02-16 10:45:04.972000+01:00,0.04044032166713205
2018-02-16 10:45:04.974000+01:00,0.04045795861841938
2018-02-16 10:45:04.976000+01:00,0.03553765462420753
2018-02-16 10:45:04.978000+01:00,0.02688132733751705
2018-02-16 10:45:04.980000+01:00,0.016392618808726812
2018-02-16 10:45:04.982000+01:00,0.0061601589393606845
2018-02-16 10:45:04.984000+01:00,-0.002044032907688925
2018-02-16 10:45:04.986000+01:00,-0.007127409892282831
2018-02-16 10:45:04.988000+01:00,-0.008825303136761465
2018-02-16 10:45:04.990000+01:00,-0.007622918601861987
2018-02-16 10:45:04.992000+01:00,-0.004500343595468047
2018-02-16 10:45:04.994000+01:00,-0.0005924389089406193
2018-02-16 10:45:04.996000+01:00,0.0031312348092966532
2018-02-16 10:45:04.998000+01:00,0.006078735764388206
2018-02-16 10:45:05+01:00,0.008093522217199443
2018-02-16 10:45:05.002000+01:00,0.009361922791302378
2018-02-16 10:45:05.004000+01:00,0.010220063770156208
2018-02-16 10:45:05.006000+01:00,0.010936997900588741
2018-02-16 10:45:05.008000+01:00,0.011552227561781656
2018-02-16 10:45:05.010000+01:00,0.011822675518237786
2018-02-16 10:45:05.012000+01:00,0.011294681506135483
2018-02-16 10:45:05.014000+01:00,0.00947366929163556
2018-02-16 10:45:05.016000+01:00,0.006031222549989646
2018-02-16 10:45:05.018000+01:00,0.000976486890220787
2018-02-16 10:45:05.020000+01:00,-0.00527023826957449
2018-02-16 10:45:05.022000+01:00,-0.011932847870552538
2018-02-16 10:45:05.024000+01:00,-0.018053618586480562
2018-02-16 10:45:05.026000+01:00,-0.02273760111001275
2018-02-16 10:45:05.028000+01:00,-0.02539479524171886
2018-02-16 10:45:05.030000+01:00,-0.025906151382890933
2018-02-16 10:45:05.032000+01:00,-0.024660867772122622
2018-02-16 10:45:05.034000+01:00,-0.022450493041866148
2018-02-16 10:45:05.036000+01:00,-0.020248511306696554
2018-02-16 10:45:05.038000+01:00,-0.018939225289265258
2018-02-16 10:45:05.040000+01:00,-0.01907599206415452
2018-02-16 10:45:05.042000+01:00,-0.020740955408362016
2018-02-16 10:45:05.044000+01:00,-0.0235483884493012
2018-02-16 10:45:05.046000+01:00,-0.026790383888089162
2018-02-16 10:45:05.048000+01:00,-0.02967989068831531
2018-02-16 10:45:05.050000+01:00,-0.03161533995462596
2018-02-16 10:45:05.052000+01:00,-0.03238298862049558
2018-02-16 10:45:05.054000+01:00,-0.032230647444991635
2018-02-16 10:45:05.056000+01:00,-0.03178496407535955
2018-02-16 10:45:05.058000+01:00,-0.0318327433844755
2018-02-16 10:45:05.060000+01:00,-0.03303049215563669
2018-02-16 10:45:05.062000+01:00,-0.035632026211042465
2018-02-16 10:45:05.064000+01:00,-0.03932314848160639
2018-02-16 10:45:05.066000+01:00,-0.04322436347570088
2018-02-16 10:45:05.068000+01:00,-0.04607469672581725
2018-02-16 10:45:05.070000+01:00,-0.04655547522608911
2018-02-16 10:45:05.072000+01:00,-0.04366828093786377
2018-02-16 10:45:05.074000+01:00,-0.037059805380044296
2018-02-16 10:45:05.076000+01:00,-0.02719529608606057
2018-02-16 10:45:05.078000+01:00,-0.015320296036511078
2018-02-16 10:45:05.080000+01:00,-0.0032075303922763526
2018-02-16 10:45:05.082000+01:00,0.0072536574370574
2018-02-16 10:45:05.084000+01:00,0.014521235045204483
2018-02-16 10:45:05.086000+01:00,0.017794634033637454
2018-02-16 10:45:05.088000+01:00,0.017230799408496398
2018-02-16 10:45:05.090000+01:00,0.013919254243602052
2018-02-16 10:45:05.092000+01:00,0.009617322998696198
2018-02-16 10:45:05.094000+01:00,0.006311703066414872
2018-02-16 10:45:05.096000+01:00,0.005720449908710202
2018-02-16 10:45:05.098000+01:00,0.00886648453456179
2018-02-16 10:45:05.100000+01:00,0.015834803176218503
2018-02-16 10:45:05.102000+01:00,0.025775603584394242
2018-02-16 10:45:05.104000+01:00,0.03714829844631032
2018-02-16 10:45:05.106000+01:00,0.048135634683507185
2018-02-16 10:45:05.108000+01:00,0.05711134581210096
2018-02-16 10:45:05.110000+01:00,0.06303185159326494
2018-02-16 10:45:05.112000+01:00,0.06564612971059879
2018-02-16 10:45:05.114000+01:00,0.06547125418119105
2018-02-16 10:45:05.116000+01:00,0.06354893008421636
2018-02-16 10:45:05.118000+01:00,0.06106119146429275
2018-02-16 10:45:05.120000+01:00,0.05892318308674079
2018-02-16 10:45:05.122000+01:00,0.05747614369789334
2018-02-16 10:45:05.124000+01:00,0.05637284996985956
2018-02-16 10:45:05.126000+01:00,0.0546898180398703
2018-02-16 10:45:05.128000+01:00,0.051232392509636585
2018-02-16 10:45:05.130000+01:00,0.044940445560696936
2018-02-16 10:45:05.132000+01:00,0.03527100279438836
2018-02-16 10:45:05.134000+01:00,0.022439188384325535
2018-02-16 10:45:05.136000+01:00,0.007439296710930338
2018-02-16 10:45:05.138000+01:00,-0.008167963568088554
2018-02-16 10:45:05.140000+01:00,-0.022646575700419422
2018-02-16 10:45:05.142000+01:00,-0.03454494935466935
2018-02-16 10:45:05.144000+01:00,-0.043091669857047724
2018-02-16 10:45:05.146000+01:00,-0.04841029061227148
2018-02-16 10:45:05.148000+01:00,-0.05148635657642316
2018-02-16 10:45:05.150000+01:00,-0.053890361040750324
2018-02-16 10:45:05.152000+01:00,-0.05733091540722748
2018-02-16 10:45:05.154000+01:00,-0.06316248775258855
2018-02-16 10:45:05.156000+01:00,-0.07198683769712796
2018-02-16 10:45:05.158000+01:00,-0.08346206906029044
2018-02-16 10:45:05.160000+01:00,-0.09637497198536243
2018-02-16 10:45:05.162000+01:00,-0.10895766645023394
2018-02-16 10:45:05.164000+01:00,-0.11936001396489138
2018-02-16 10:45:05.166000+01:00,-0.1261450264673111
2018-02-16 10:45:05.168000+01:00,-0.12866848115569002
2018-02-16 10:45:05.170000+01:00,-0.12723790980164498
